Date,net_return
2005-05-02,-0.008644145542699684
2005-05-03,-0.0032997805138525013
2005-05-04,-0.009052132320920635
2005-05-05,0.003431645271613038
2005-05-06,-0.008600805061484449
2005-05-09,-0.004610674327997748
2005-05-10,0.01423589059092564
2005-05-11,-0.002433734184414796
2005-05-12,0.0035359426386430007
2005-05-13,-0.002276608144390936
2005-05-16,-0.006749749827450368
2005-05-17,-0.0033123655193692415
2005-05-18,-0.002361990286287984
2005-05-19,-0.007906920804209693
2005-05-20,-0.002875060979911869
2005-05-23,-0.0015434352636771419
2005-05-24,0.004420873820157935
2005-05-25,-0.0023887771450983052
2005-05-26,-0.005384656412663514
2005-05-27,0.0022437247446298594
2005-05-31,0.014014274224292474
2005-06-01,0.0021879059349819803
2005-06-02,-0.010413077966803306
2005-06-03,-0.005019775075979834
2005-06-06,-0.005207447814131329
2005-06-07,0.001870728822789677
2005-06-08,9.423888912340854e-05
2005-06-09,-0.0031169948488903904
2005-06-10,-0.014881449889789962
2005-06-13,-0.005358662406808825
2005-06-14,-0.005067332841618212
2005-06-15,-0.005578852508788451
2005-06-16,-0.007626176089255781
2005-06-17,-0.01501824317142855
2005-06-20,0.004964104005745666
2005-06-21,0.000740968358041153
2005-06-22,0.00882222132448502
2005-06-23,0.008537413706406724
2005-06-24,0.005376898695774751
2005-06-27,-0.0015484385031280775
2005-06-28,-0.00560799775997174
2005-06-29,0.001103112923685457
2005-06-30,0.009516004289313408
2005-07-01,-0.017493268562519714
2005-07-05,-0.002508200560677895
2005-07-06,-0.002951977469151334
2005-07-07,0.010655230669898562
2005-07-08,0.005228849555873907
2005-07-11,0.010684300586777013
2005-07-12,-0.0010760644288145445
2005-07-13,0.000869886601642918
2005-07-14,-0.0007338992644147111
2005-07-15,0.0038586364102147297
2005-07-18,-0.008292114777783858
2005-07-19,0.01109332266101169
2005-07-20,0.008719833867094965
2005-07-21,-0.007842370570806636
2005-07-22,0.008656582347497038
2005-07-25,-0.00632003503678279
2005-07-26,0.003593394210475113
2005-07-27,0.0017192585695884298
2005-07-28,0.01590548920326437
2005-07-29,-0.011717256436384698
2005-08-01,0.0070560401813898645
2005-08-02,0.014865681555277416
2005-08-03,0.007492995186898052
2005-08-04,-0.01628776805466345
2005-08-05,-0.019642185837891332
2005-08-08,-0.0027755738265529983
2005-08-09,0.021903740717126145
2005-08-10,0.0022374879938531836
2005-08-11,0.0169080532473348
2005-08-12,-0.00497632688857914
2005-08-15,0.0069006187989656236
2005-08-16,-0.018545019946420688
2005-08-17,-0.0036577582126806627
2005-08-18,-0.007370722890440597
2005-08-19,0.001651616967287991
2005-08-22,0.009597407423040315
2005-08-23,-0.004183087513700131
2005-08-24,-0.01566698187138306
2005-08-25,0.010189811774241345
2005-08-26,-0.007734392354357409
2005-08-29,0.01141655349064552
2005-08-30,-0.003610419889863929
2005-08-31,0.03309592043273757
2005-09-01,0.011490114057849022
2005-09-02,0.0020850573808043637
2005-09-06,0.014955161730472594
2005-09-07,-0.0025851982908493562
2005-09-08,-0.0018942082774617373
2005-09-09,0.017425233247611867
2005-09-12,-0.005366729149677304
2005-09-13,-0.009246988304791188
2005-09-14,-0.004051272689373105
2005-09-15,0.0021311423250511413
2005-09-16,0.013893197074712258
2005-09-19,-0.002434081543887158
2005-09-20,-0.004598805008030463
2005-09-21,0.005826559617118945
2005-09-22,-0.006381589622014875
2005-09-23,-0.00406384444267792
2005-09-26,0.007559688765156784
2005-09-27,-0.00614194988441087
2005-09-28,0.014453564071148756
2005-09-29,0.017559254568645665
2005-09-30,-0.003970595715437409
2005-10-03,-0.002478952761134138
2005-10-04,-0.010797081053061625
2005-10-05,-0.020854739063522025
2005-10-06,-0.00956487431253034
2005-10-07,0.010608023505505645
2005-10-10,-0.007468167476049359
2005-10-11,-0.0005845936775350914
2005-10-12,-0.021074011248763166
2005-10-13,0.001476380656989773
2005-10-14,0.007106429305826684
2005-10-17,0.005201580284982358
2005-10-18,-0.01878151102953261
2005-10-19,0.015631563527435752
2005-10-20,-0.030529716321863288
2005-10-21,0.01600366494819934
2005-10-24,0.022338278743494176
2005-10-25,-0.001324188590525262
2005-10-26,-0.0035815952790624606
2005-10-27,-0.015492942663232876
2005-10-28,0.017773661693868344
2005-10-31,0.004749602990231666
2005-11-01,-0.0021982239027349398
2005-11-02,0.009740897289036321
2005-11-03,0.0022293905242723416
2005-11-04,-0.005499337328633606
2005-11-07,0.0019302248779402022
2005-11-08,-0.00496448534103771
2005-11-09,0.009921116275161767
2005-11-10,-0.007273128114631099
2005-11-11,0.0033587971058983658
2005-11-14,0.0010040699873394975
2005-11-15,-0.0049832539782628405
2005-11-16,0.0018327331714632238
2005-11-17,0.008878470169057077
2005-11-18,0.004607502261769902
2005-11-21,0.0023165404903979147
2005-11-22,0.0015927464595415887
2005-11-23,0.0027214949922736535
2005-11-25,-0.003659168563928352
2005-11-28,0.0007618394468895002
2005-11-29,0.005148450522586671
2005-11-30,-0.006593342664442614
2005-12-01,0.028550619639657788
2005-12-02,0.002745708534316797
2005-12-05,0.005446185317166841
2005-12-06,-4.3339722369725546e-05
2005-12-07,-0.0025210808960645153
2005-12-08,-0.004286223667156055
2005-12-09,0.01480256131677797
2005-12-12,0.009229140890651803
2005-12-13,0.000295778532116096
2005-12-14,-0.014780244598027705
2005-12-15,-0.003739421037449083
2005-12-16,-0.004092719455633298
2005-12-19,-0.007652462005356814
2005-12-20,-0.00401310236851625
2005-12-21,0.009891767530175202
2005-12-22,0.006568893218959521
2005-12-23,-0.00194029346036208
2005-12-27,-0.012891009188601886
2005-12-28,0.010519685113983514
2005-12-29,-0.004709411619761219
2005-12-30,-0.004608195570544715
2006-01-03,0.03849403777820791
2006-01-04,0.010174668594738
2006-01-05,-0.00384563670121738
